Q,K1,K2,K3,K4,A
1274年に起きたモンゴルによる日本人攻を題材とするPS4のゲーム『ゴースト・オブ・O〇OO』 。 のO〇は何 ?,ツンンマ,ヤンマ,ハンマ,エンマ,ツンンマ
「生理食塩水」といえば、何と浸透圧が等しい溶液 2    ー,血液,果汁,海水,雨水,血液
時計会往の精工人告が流した日本初のラジオCM・テレビCMは、ともにどんな内容だった?,新製品の広告,吐長の挨拶,セールの案内,時幸,時幸
サッカーのタックルで、滑り込むのではなく、立ったまま行うものを、何タックルという?,スライディング,スラッシング,ウォーキング,スタンディング,スタンディング
カンパ、ノルマ、セイウチ、コンビナート、イクラに共通する、語源となった言語は何 ?,ラテン語,イタリア語,"口>
ンア語",スペイン語,"口>
ンア語"
ビリヤードで、特に「ハイボール」と呼ばれるのは、何番以上の球?,14番,2番,9番,5番,9番
1381年にイングランドで起こった農民反乱のことを、指導者の名から何という?,オーム・タイラーの乱,ワット・タイラーの乱,ボルト・タイラーの乱,アンペア・タイラーの乱,ワット・タイラーの乱
柔道の技で、「三角〇」。〇に入る言は何?        ーー,絞,刈,腰,回,絞
映画『悪の教典」で、サイコキラーの教師・蓮実聖司を演じた俳優は誰 ?,斑士薦汰,伊藤身明,中居正広,向井理,伊藤身明
次のうち、1919年に日本統治下の朝鮮で起こった「三・一運動」の別名は何 ?,合掌事件,拍手事件,万歳事件,握手事件,万歳事件
次のうち、両生類に属するのはどれ ?,ペンギン,サンショウウオ,ムツゴロウ,ヤモリ,サンショウウオ
経済において、「見えざる手」 という考え方を提唱した、18世紀のイギリスの経済学者は誰 ?,ジョン・ロック,アダム・スミス,マルクス,エンゲルス,アダム・スミス
バンド、DISH/でボーカルを務める、俳優としても活躍する人物は誰 ?,,北村匠海,秘野導宮,清原交,北村匠海
"料理の「西京焼き」に使われる味噌は、普通、f
、何味噌2",淫味噌,赤味噌,白味噌,合わせ味噌,白味噌
次のうち、水素と酸素から水ができる化学反応式はどれ ?,ZH2+02-2H20,S+02->S02,N2+202-ゅ2NO02,C+O2-ゅCO02,ZH2+02-2H20
漫画「ワンピース」で紳・エネルが食べた悪魔の実はどれ2,ビリビリの実,ゴロゴロの実,デンデンの実,ライライの実,ゴロゴロの実
2112年9月3日が誕生日という、藤子との:dEIのにあのァルクル:人た記とく貴計4,ドラえもん,のび太,ジャイアン,スネ夫,ドラえもん
「バロンドール連」といえば、どんなスポーツの賞?,スキー,ボクシング,テニス,サッカー,サッカー
細胞小器互のミトコンドリアの染色に用いられる染色液は何 ?,アウロライエロー,ヤヌメスグリーン,ケレスブルー,マイヤレッド,ヤヌメスグリーン
中国地方のうち、中国山地の南側で瀬戸内海に面した地域のことを何という ?,四国地方,山陽地方,近畿地方,九州地方,山陽地方
「木枯らしに抱かれて』や『あなたに会えてよかった』などのヒット曲がある歌手・女優は誰 ?,浅香唯,工藤静香,小泉今日子,南野陽子,小泉今日子
池沢春信の漫画『クロガネ」』の中で描かれているスポーツは何 ?,柔道,剣道,相撲,空手,剣道
大相撲の2人の立行司は、式守伊之助と誰 ?    ー    ー,木村庄之助,木村愛之助,木村慎之助,木村幸之助,木村庄之助
戦後GHQによって解体された、安田番次郎が築いた財閥は何 ?,三井財閥,住友財閥,三菱財閥,安田財閥,安田財閥
"「出没! アド街ック天国』で、かつて愛川欲也が!
が冒頭で発し
てい
た台
こ百詞は次のうちどれ ?",第一村人発見,おまっとさんでした,ウィ、ムッシュ,お一は一,おまっとさんでした
次の臓甘の中で、一番全長が長いのはどれ2        ー,大腸,食道,小粒,十二指腸,小粒
ケッペンの気候区分で、「ステップ気候」と「砂漠気候」が属するのは何帯 ?,間燥知,">白
/m 定",熱帯,奈錠,間燥知
ドラマ「『振り返れば奴がいる』や『お金がない!』 で主演を務めた俳優は誰 ?,斑士薦汰,織田裕二,阿部サダヲ,邊泉成,織田裕二
体操種目の鉄棒で、鉄棒の高さは何Cm 2,880cm,680cm,480cm,280CI,280CI
次のうち、『南くんの恋人』などの代表作がある漫画家の名前はどれ ?,内田春菊,内田大根,内田冬払,内田日楽,内田春菊
カマキリなどの体に寄生して行動を支配することで知られる、細長い体の生物は何 ?,エンピツムシ,イトムン,ハリガネムン,コヨリムン,ハリガネムン
「ミリ飯」ともよばれる、軍際で配給される携帯用の食料のことを何という ?,カンニング,レーション,フェアー,フィルム,レーション
代表作に『金色夜叉』などがある日本の小説家は誰2,尾崎紅葉,尾崎若葉,尾崎落葉,尾崎青葉,尾崎紅葉
大相撲の立合いで、制限時間いっぱいになると「なし」になるものは何?,残った,待った,酔った,笑った,待った
朝鮮戦争が起こったのは次のうちどの年代 ?,1950年代,1990年代,1820年代,1870年代,1950年代
高音質の「ハイレゾ」を、略さずにいうと何 ?    -,ハイレゾリューション,ハイレゾール,ハイレゾッション,ハイレゾック,ハイレゾリューション
「あ、さて、あ、さて」という掛け声でおなじみの大道芸「〇〇玉すだれ」。〇〇に入る言葉は何 ?,東京,南京,西京,北京,南京
朝日よりも先に昇る金星のことを、特に「何の明星」という ?,珍の明星,夜生の明星,昼の明星,明けの明是,明けの明是
アニメ『ヤッターマン』に登場するオモッチャマの体は何の形をしている ?,将棋の駒,トランプ,サイコロ,オセロ盤,サイコロ
髪の毛の根元から毛先の色味を徐々に変えていくカラーリングの手法を何という?,リタッチ,グラデーションカラー,ヘナカラー,コスメカラー,グラデーションカラー
天才時計技師ブレゲの最高傑作とされる懐中時計は誰の注文7,マリア・テレジア,マリー・アントワネット,ピョートル1世,ポンパドウゥウール夫人,マリー・アントワネット
犬の前室または側室において奉坦な頭蓋のことを次のうち何という?,ウェットスカル,フラットスカル,ドライスカル,ライトスカル,フラットスカル
ゴルフコースで、 コース中央部分の芝が刈りそろえられている区域を何という?,バンカー,マウンド,アンツーカー,フェアウェイ,フェアウェイ
ゴルフで、ハンディキャップがゼロのプレーヤーを何という2?,宝くじ,スクラッチ,ジャンボ,ロト,スクラッチ
石定秀幸、大崎裕史といえば、何の,ラーメン,還事,目動車,映画,ラーメン
漫画『永沢君』の作者は誰 ?,さくらももこ,日井儀人,長谷川町子,藤子不二雄,さくらももこ
父は41代、子は43代のアメリカ歴代大統領。さて、この親子は何親子 ?,オバマ親子,クリントン親子,レーガン親子,ブッシュ親子,ブッシュ親子
顔の前面にヒゲがあることから名付けられた、ユニークな名前でおなじみのヒメジ科の魚は何 ?,オッチャン,オジイサン,オジサン,オヤジ,オジサン
北朝鮮の正式名称は〇〇〇共和国。〇OOOは2 。        ーー,朝鮮人民,朝鮮計会主義,朝鮮填会主義人民,朝鮮民主主義人民,朝鮮民主主義人民
「監獄ロック』などの曲で知られる、アメリカのロックンロールミュージシャンは誰 ?,ジョン・レノン,マイケル・ジャクソン,エルヴィス・プレスリー,ボブ・ディラン,エルヴィス・プレスリー
『かまいたちの夜』 や『弟切草』などの作品を作ったゲーム会計は何 ?,チュンソフト,ハツソフト,シャーソフト,ハクソフト,チュンソフト
次のうち、原子番号が最も大きい元素はどれ2,クロム,フェルミウム,銀,水素,フェルミウム
姉妹で女優。姉・千恵子、妹・美津とすちとンにゴちマロ,市原,原田,倍中,膝谷,倍中
次のうち、1セットの枚数が最も多いカードゲームはどれ?,UNO,百人一盲,化札,トランプ,百人一盲
『トスカ』『ラ・ボエーム』『蝶々夫人』などのオペラで知られるイタリアの作曲家は誰 ?,ガーシュウィン,ベートーベン,プッチーニ,ヘンデル,プッチーニ
歴史小説『吉野朝〇〇〇』『真田<)〇つ〇』『南国OつOO』の〇OO〇〇は何?,方丈記,風土記,古事記,太下記,太下記
激安の殿堂」のキャッチコピーで知られる、総合ディスカウントストアはとどこ?,ドンキホー・テ,ドン・キホーテ,ドンキ・ホーテ,ド・ンキホーテ,ドン・キホーテ
きぬた骨、あぶみ骨とともに「耳小表」 を構成する骨は何 ?,ゆみ骨,やり骨,つち骨,かたな骨,つち骨
次のうち、ポカリスエットのCM曲にも起用されたポルノグラフィティのヒット曲はどれ?,ハネウマライダー,アゲハ蝶,アポロ,アニマロッサ,ハネウマライダー
未次由紀の漫画『ちはやふる』が題材としているのは、どんな競技 ?,囲碁,麻雀,バスケットボール,百人一自,百人一自
アメリカンフットボールのボジション、ラインバッカーの略称はどれ 2?,RB,LB,WB,IB,LB
極めて危険なことをするという意味の言葉「〇の尾を踏む」。〇は何 ?,凌,餅,虎,蛇,虎
次のうち、世界的に有名な国際ヨットレースはどれ?2,イタリアンカップ,アメリカズカップ,ロシアンカップ,チャイニーズカップ,アメリカズカップ
次のうち、漫画『おそ松くん』で、主人公である松野家の子供たちについて正しいのはどれ?,三つ子,導つ子,十二つ子,九つ子,導つ子
