Q,K1,K2,K3,K4,A
犬用フードにない種類はどれ?,アダルト,キトン,パピー,シニアプラス,キトン
映画『戦艦ポチョムキン』に登場する有名なシーン「オデッサの階段」で、階段を落ちてゆくものは何 ?,大八車,乳母車,自転車,地獄車,乳母車
タレント「YOU」がかつて所属していた「探してるのにい」などのヒットでも知られるバンドは5!,PRINCESS PRINCESS,LINDBERG,SHOW-YA,FAIRCHILD,FAIRCHILD
1913年に工業化に成功した、ハーバー・ボッシュ法といえばどんな気体を合成する方法?,アセナチレン,アンモニア,塩化水素,二酸化炭素,アンモニア
ウルグアイの首都モンテビデオに事務局を置く「南米南部共同市場」の別名は何 ?,メルコスズール,メルサワール,メルフレール,メルナデール,メルコスズール
代表作に『働きマン』『ハッピー・マニア』がある漫画家で、夫にアニメ監督の庵野秀明がいるのは誰 ?,上門ふみ,安野モヨコ,西原理恵子,倉田真由美,安野モヨコ
MLB・ヤンキースの永久欠番「4番」は、誰にちなんだ番号?,ルー・ゲーリッグ,デレク・ジーター,ジョー・ディマジオ,ベーブ・ルース,ルー・ゲーリッグ
松坂大輔が小学生時代行っていた武道は?      ーー,柔道,弓道,合気道,剣道,剣道
bayfmは、どこの県に本視を置くFMラジオ局 ?,埼玉県,茨城県,奈川県,千葉県,千葉県
マイクロソフト征が開発した、Windows搭載のタブレット端末は回角,サーフェス,アイパッド,ネクサス,ギャラクシー,サーフェス
J・キャメロンの深海SFの傑作「アビス」 正しいスペルは?,AVYSS,ABISS,ABYSS,AVISE,ABYSS
原子番号8は酸素。では原子番号88は何?,Hg,Ra,Fr,La,Ra
「ヘルツシュプルング・ラッセル図」とは、次のうち、どんなものの性質を示したグラフ 2,小惑星,恒星,彗星,人工衛星,恒星
次のうち、実業家の小林一三が創立した鉄道会往はどれ ?,京阪電鉄,阪急電鉄,西武鉄道,,阪急電鉄
次のうち、ボクシングにおいて動作が大きくかわされやすいパンチのことを指す言葉はどれ ?,テレビジョンパンチ,オーブンパンチ,バキュームパンチ,テレフォンパンチ,テレフォンパンチ
ゲーム『おさわり探偵 小沢里奈』シリーズの探偵助手、なめこが唯一しゃべる言葉は次のうち何?,す〉 で む K,ん で ん 区で,えふスズ ふ,も で も Kで,ん で ん 区で
日本語では爪車という、のこぎりのような歯が付いた歯車のことを何という ?,ラナェエット,ベアリング,カム,クラッチ,ラナェエット
タイの都市・チェンマイの伝統的な宮技「メンクワン」で戦うのは、次のとどれ?,赤ちゃん,ロボット,申,お坊さん,申
入射角がこの角度を超えると全反射するような角度のことを何という 2,臨界角,外角,内角,同位角,臨界角
野球少年であった俳優・佐藤隆太の普段のイメージから命名された、彼のファンサイトの名前は何 ?,からぶり部,おおぶり部,すぶり部,こぶり部,すぶり部
ウエスト部分を切り替えず、上下ー続きになったシルエットのことを何という?,バルーンライン,ハイウエストライン,ラップライン,プリンセスライン,プリンセスライン
次のうち、日本でも活躍しているギダリスト、マーティ・フリードマンが所属していたバンドはどれ?,スレイヤー,メガデス,アンスラックス,メタリカ,メガデス
マラソンの距離が42.195kmになった(は、いつのオリンピックから?,アテネ (1896年),ロンドン (1908年),パリ (1924年),ロサンゼルス (1932年),ロンドン (1908年)
次のうち、映画 『!シビル・ウォー]』で初めてアベンジャーズシリーズに登場したヒーローはどれ?,スパイダーマン,アイアンマン,ブラック・ウィドウ,キャプテン・アメリカ,スパイダーマン
お笑いユニット、ザ・プラン9は何人組 ?,6人組,3人組,5人組,4人組,6人組
おにぎりの「天むす」が発冬した都道府県はどこ?       -,三重県,静岡県,東京都,愛知県,三重県
「最も成功した業務用ゲーム機」のギネス記録を持っているのはどれ?,アイスクライマー,インベーダー,パックマン,テトリス,パックマン
漫画「あたしンち」でみかんの母と一緒に名字の会に通っている人は2?,源さん,森さん,林さん,館さん,森さん
次のうち、経済産業者の外局にある庁はどれ?2    「,"零細企
業店",IT企業庁,新興企業庁,中小企業店,中小企業店
日本テレビの番組 『news every」で、メインキャスターを務めているアナウンサーは誰 ?,藤井貴彦,上車聡,枝太一,辻岡義写,藤井貴彦
ヤマハスタジアムをホームスタジアムとする、Jリーグのクラブはどご2,エスパルス,ジュビロ,アントラーズ,サンフレッチェ,ジュビロ
「ベネ様」の愛称で呼ばれる俳優、ベネディクト・〇〇〇。〇〇〇に入る名前は何 ?,ガーフィールド,カンバーバッチ,マグワイア,ジャックマン,ガーフィールド
三浦知良がJリリーグ通算100得点を達成した時の在籍チームは2?,京都パープルサンガ,ヴイィッセル還戸,ヴェルディ 川崎,横浜FC,京都パープルサンガ
目身の名を冠した幾何学で有名な、「幾何学の父」といわれる古代ギリシャの数学者は誰 ?,アボロニウス,ピタゴラス,ユークリッド,アルキメデス,ユークリッド
水球の発笑還はどこ ?,アメリカ,エジプト,中国,イギリス,イギリス
ゲーム 「双恋-フタコイ-」で制限時間内に正しい選択肢を選ぶシステムを「何システム」という?,ズキューン,ビキューン,ドキューン,バキューン,バキューン
アメリカの天文学者にちなんで名付けられた、1990年にNASAが打ち上(けた宇宙宝遠続は何 ?,ガリレオ宇宙望速鏡,ケプラー宇宙望遠鏡,ハップル宇宙望硝鏡,コペルニクス宇宙望遠鏡,ハップル宇宙望硝鏡
次のうち、実在しない星座は何 ?,や座,ほ座,い座,ろ座,い座
1488年にポルトガル王ジョアン2世のが2にdタ導生ElEE委時成内検家とは?,バルトロメウ・ディアス,コロンブス,マゼラン,ヴァスコ・ダ・ガマ,バルトロメウ・ディアス
主題歌が「砂の嵐にかくされた」で始まるアニメのタイトルは5?,デビルマン,テヒルマン,デビリマン,バビル2世,バビル2世
インドネシアで起こったクーテター未遂事件 、いわゆる九月三十日事件は、何年の出来事?,1967年,1966年,1965年,1968年,1965年
マンガクロス連載の恋愛漫画「僕ののヤバイやつ』の作者は誰 ?,ヤマシタトモコ,有藤本タツキ,桜井のりお,保谷伸,桜井のりお
太陽系の惑星は全部でいくつ?,7,10,8,9,8
エル・グレコの 「『受胎告知』 などがある、賠山県の美術館は何 ?,中川|美術館,大原美術館,秋本美術館,両津美術館,大原美術館
次のうち、イベリア和牛島に位置する国はどれ ?,ドイツ,スペイン,イタリア,イギリス,スペイン
魔法少女リリカルなのはStrikerSに登場するキャロロの魔導師ランクは?,陸戦A+ランク,陸戦B+ランク,陸戦C+ランク,陸戦S+ランク,陸戦C+ランク
画家・岸田久生のモデルとしてよく登場する、長女の名前は?,西十,紀子,貞子,詞子,詞子
現「東京メトロ」の前身である通称「営団地下鉄」の正式名称は?,帝都地下交通営団,自都地下鉄道営団,帝都高速度交通営団,自都高速度交通営団,帝都高速度交通営団
森鳴外の小説『舞姫』の舞台となっGAとニョガ4の)すず295/,スペイン,ドイツ,ギリシア,ルーマニア,ドイツ
元サッカー選手の佐藤寿人の双子の兄の名前は?          「         「,田人,能人,義人,如人,田人
「女の子ものがたり』【『毎日かあさん』などの作品で人気の女性漫画家は誰 ?,倉田真由美,現代洋子,浜口乃理子,西原理恵子,西原理恵子
ナイル川の池溢をめぐる土地測量の手法に端を発する数学の分野と言えば?,代数学,統計学,解析学,幾何学,幾何学
双子の女の子が何組も登場するアニメ「双恋」で桜月姉妹の2人の名前はどれ?,キラとユラ,薫子と董子,ららとるる,沙羅と双樹,キラとユラ
次のうち、アメリカ合衆国の国立公園で実在しないものはどれ?,ザイオン国立公園,アーチーズ国立公園,デスヴァレー国立公園,アイダホ国立公園,アイダホ国立公園
ドラマ「ごくせん」で中澤裕子が演時居りた   -,保健室の先生,音楽の先生,和央語の先生,国語の先生,保健室の先生
画家の「ヨハネス・フェルメール」は、今のどこの国の出身?,フフランス,イタリア,オランダ,ドイツ,オランダ
作家フランツ・カフカの小説「変身」で、ある日大きな中に変身してにのりcoにひと<だす2各時,ジュリアン・ソレル,ラスコーリニコフ,ハリー・ハラー,グレゴール・ザムザ,グレゴール・ザムザ
日本レコード大賞で、初めて大賞を2年連続で受賞したのは誰 ?,五木ひろし,森進一,八代亜紀,細川たかし,細川たかし
IEゴクあまたる円有,おとめ座,いて座,こと座,さそり座,おとめ座
次の池田理代子の漫画のうち、タイトルに主人公の名前が入っているのはとどれ?,おにいさまへ.…,栄光のナポレオン,ベルサイユのばら,オルフェウスの窓,栄光のナポレオン
