Q,K1,K2,K3,K4,A
女性の体で、受精卵が着床して胎能2ジリグリモルIITAち円肝。,子殿,子宮,子郎,子城,子宮
「願いましてては」。使っている道具は何 ?,ローラースケート,でうさん,えんびぴびつ,そろばん,そろばん
企均点を取った場合、偏差値はいくつ 2?,S0,100,0,10,S0
次のうち、ボールに指を入れる穴が空けられている競技はどれ2?,バスケットボール,7人制ラグビー,ゴルフ,ボウリング,ボウリング
七五三の縁起物として有名。何人辿 ?,林檎人骨,千歳骨,のと館,綿館,千歳骨
「油揚げけ」は何を油で揚げた食品 ?,こんにやく,豆腐,大根,かまぼこ,豆腐
漫画『ポパイ』で、ポパイがパワーアップしたい時に食べる野革は何 ?,ニンジン,アスパラガス,ほうれん曲,キャベツ,ほうれん曲
次のピアノのパーツのうち、数が最ドジ23上もうす)】ちすず2光員り,ダンパーペダル,晶鍵,黒鍵,中ペダル,晶鍵
次のうち、鳴き声が「モー」と表現される動物はどれ?2   」,ウン,ウマ,ゾウ,ニワトリ,ウン
「ハマの番長」の愛称で知られる、プロ野球・横浜DeNAベイスターズで投手として活躍したのは誰 ?,山本昌,西口文也,黒田博樹,三浦大輔,三浦大輔
"漫画でよくみる「ZZZ」という描写は、キャラクターが何をしている状騒を
表す?",泣いている,稀っている,寝ている,笑っている,寝ている
"中国語
詰 で 「洛
7+ノ
K」と書く飲み物は?",牛乳,サイダー,コーヒー,ヤクルト,サイダー
_ テレビ番組で『ブラの〇〇』と『ヨル〇〇OO〇O』の〇〇〇に共通して入るタレントは誰?,たけし,タモリ,さんま,ヒロミ,タモリ
お笑い芸人で、AMEMIYA、どぶろっく、テツandトモといえば、得意とする芸風は次のうちどれ?,ものまね,マジック,歌ネタ,パントマイム,歌ネタ
野球で、走者に対して「ブロック」を行うのは、次のうちどこのポジアー ゆアメソ:,ショート,ピッチャー,センター,キャッチャー,キャッチャー
漫画『美味しんぼ』で、「至高のメニュー」に対抗して出されるメニューは「何のメニュー」 2?,天国のメニュー,究極のメニュー,抜群のメニュー,至上のメニュー,究極のメニュー
次の中で有藤子不二雄の作品でないものは?,怪物くん,エスパー腐美,プロゴルファー猿,クレヨンしんちゃん,クレヨンしんちゃん
次のうち、かつて日本代表としても活躍した元サッカー選手、井原正巳の異名はどれ2?,南極の壁,オセアニアの壁,ヨーロッパの壁,アジアの長,アジアの長
ビリヤードで、1番から9番までのボールを、番号順に落としていくゲームを何という?,ハンドボール,ハウスボール,ナインボール,ロストボール,ナインボール
『リドラえもん』に登場するガキ大将・ジャイアンにいるのは次のうちとれ?,妹,弟,姉,冗,妹
「燃える氷」とも呼ばれる個体結晶、〇〇〇ハイドレート。〇〇〇は回角,チタン,メタン,トタン,ボタン,メタン
次のうち、NYCやSexy Zoneにもカバーされた、光GENJIの楽曲はどれ ?,"男気
100%",勇気10000000%,男気1%,"勇気
10%","男気
100%"
ニーハイブーツ、ニーハイソックスの「ニー」が意味する体の部分はどご2,うで,ひざ,かた,ひじ,ひざ
"標 ]  計』              ロ
ご| の
_
記 い
ー
丁つ
た
場所       こと
(ー
に
ピ N 酸素の欠乏や気圧の低下などで起こる症状を何という ?",台地病,高山病,野病,海淵病,高山病
アルバータ州、マニトバ州、サスカチュワン州などがある、北米の国はとどこ?,中国,韓国,日本,カナダ,カナダ
0ジュンルエニヒゴ に コンリピ9んもてこが6テコレーションしたケーキ「COCOケーキ」。〇〇〇は何 ?,セカンド,サード,ファースト,ショート,ショート
織田信長、豊臣秀吉が政権を握った16世紀末期を、両者の居城があった場所から何時代という ?,南北朝時代,安土桃山時代,桂園時代,文化文政時代,安土桃山時代
次のうち、一般に「100C」とされとをのちずっ    」,水の沸点,鉄の融点,鉄の沸点,水の了融点,水の沸点
夫に同じくフォークシンガーの引部和夫をもった、『なごり寺』で有名な女性シンガーは誰 ?,イルカ,クジラ,アシカ,フッコ,イルカ
「アンネの日記』の作者として知られる少女の名前は、アンネ・〇〇〇つ。〇の〇〇は ?,フランク,ウインク,トランク,ペタンク,フランク
漫画ワンピースの登場人物、ロビン9】出本をヨモ,海洋学者,考古学者,地理学者,物理学者,考古学者
12月24日は「クリスマス・Cこた 。1e】た円7         」,シブ,カブ,リブ,イブ,イブ
バレーボールの技術のひとつ「天井(CXつつ」。〇に入る言葉は次のうちとれ?,リベロ,スパイク,サーブ,エース,サーブ
室伏重信、室伏広治といえば、どんなスポーツで活躍した男性?,ハンマー投げ,マフソン,"立立*マ
呪涼",バスケットボール,ハンマー投げ
妻・美由紀との間の子供にともに俳優の龍生、翔太がいる、日本の俳優は誰 ?,高倉健,渡哲也,石原裕次朗,松田優作,松田優作
JE間|きの 当還KGzルョアルルの名前は?  」,折王号,黒王号,青王号,赤土号,黒王号
東川篤部の小説『謎解きはディナーのあとで』に登場する「影山」の仕事は次のうちどれ?,放事,検事,刑事,執事,執事
「宇宙ゴミ」とも呼ばれる、本来の活動を終えて宇宙空間に漂流している人工物体を何という ?,スペースデブナブリ,テラデブリ,アースデブリ,サンデブリ,スペースデブナブリ
"イタリア語で「ボーノ」といえば、日本語で
ではどんな意味 ?",愛してる,ありがとう,さようなら,美味しい,美味しい
Jリーグ、鹿島アントラーズと水戸ホーリーホックがホームを置く都道府県はどこ?,埼玉県,茨城県,奈川県,千葉県,茨城県
サル類とヒト類を含む、動物の分類生和回記2,霊小類,,霊大類,,
元プロ野球選手の谷佳知の妻は、かつてどんなスポーツで活躍した人 2,バレーボール,フィギュアスケート,柔道,体操,柔道
ジャンケンで、パーを出した時に伸ばしている指の数は何本 ?,5本,4本,3本,2本,5本
映画やテレビなどで、後で音声を録音する手法「アフレコ」。 「アフ」は何の略 ?,アフリカ,アンフェア,アフロ,アフター,アフター
ブルク劇場やウィーン国立歌劇場などの劇場がある、ヨーロッパの国はとどこ?,イタリア,スペイン,イギリス,オーストリア,オーストリア
「見ろ!!人がゴミのようだ!!」というセリフが登場するアニメ映画は回角,天空の城ラピュタ,となりのトトロ,風の谷のナウシカ,腐女の宅管便,天空の城ラピュタ
主人公・世之介の生涯を描いた、江戸時代に書かれた井原西稚の澄世草子は何 ?,好色三台男,好色一代男,好色四題男,好色二大男,好色一代男
1549年に日本に初めてキリスト教を伝えた、スペインの宣教師は誰 ?,ロヨフ,フロイス,ザビエル,オルガンティノ,ザビエル
ヘイヘイホー」 という歌詞でも有名な、演歌歌手・北島三郎の代表曲は何 ?,田吾作,全作,与作,一作,与作
「とろろごはん」の「とろろ」とは、何をすりおろしたもの?,サトイモ,ヤマイモ,サツマイモ,ジャガイモ,ヤマイモ
アニメ 『巨人の星』で、星飛雄馬の父親の名前は星何 ?,一徹,宙太,豊作,満,一徹
ポール・ラッシュといえば何の競技の父と称される人物 ?,バドミントン,バレーボール,ソフトボール,アメリカンフフットボール,アメリカンフフットボール
次のうち、太陽系の惑星に含まれない星はどれ?,地球,火星,木星,異土星,異土星
プロ野球チームの本拠地でもある「ヤフフオク! ドーム」があるのは何県 ?,兵庫県,広島県,,忠岡県,忠岡県
ホテルや飛行機などで、二重に予約を受けてしまうことを何という ?,ダブルノッキング,ダブルブッキング,ダブルクッキング,ダブルドッキング,ダブルブッキング
人気漫画『どらえもん』を正しく表記するとどう書かれる 2?2,ドらえもん,ドラえもん,ドラエもん,ドラエモん,ドラえもん
クイズ番組『くりいむクイズ ミラクル9』で司会を務める、くりいぃいむしちゅーのメンバーは誰 ?,高橋茂雄,中田敦彦,渡部建,上田普也,上田普也
次のうち、書類をまとめて綴じておくための文具はどれ2?,ファインダー,グライダー,リマインダー,バインダー,バインダー
サッカーやラグビーで、ボールを蹴ることを何という ?,マック,キック,ラック,バック,キック
バロック時代の代表的な形式である、小曲や楽章をいくつかまとめた曲を何という3?,粗曲,組曲,相曲,宜曲,組曲
相対性理論」で知られるドイツの物理学者は誰 ?,アインシュタイン,"ファラ
アァラデー",ホーキング,ニュートン,アインシュタイン
「ダンクシュート」といえば、どんな球技で使われる言葉 ?,バスケットボール,ゲートボール,軟式テニス,ゴルフ,バスケットボール
卓球で、台の端をかすったボールを何という?,エックスボール,エッグボール,エッジボール,エッチボール,エッジボール
薬が持つ、病気を治す本来の作用とは別の作用を何という ?,新作用,準作用,未作用,副作用,副作用
次のうち、1年で最も早く訪れる行事はどれ?2,中秋の名月,節分,鏡開き,針供維,鏡開き
次のうち、下によって媒介される熱深性の伝染病はどれ?,ガッパ熱,ダヌキ熱,ギツネ熱,デング熱,デング熱
次のうち、男性の礼装用の帽子はどれ 2?,コットンハット,シルクハット,キャラコハット,ジョーゼットハット,シルクハット
次のうち、漫画『賭博黙示録カイジ』の題材となっているものはどれ?,料理,ギャンブル,大学受験,ファアッンション,ギャンブル
