Q,Category,K1,K2,K3,K4,A
みどりの日、こどもの日、母の日から連想されるのは何月 ?,雑学,7月,3月,5月,9月,5月
jpまっ半にゴク】バ|とす2光8明/,雑学,サム,カム,ラム,ゴム,ラム
"洋服の生地に用いられる木綿のことを英語
語で何という ?",雑学,リットン,コットン,パットン,サットン,コットン
鯛の頭を焼いた料理を何という 2?,雑学,かぶとやき,かまどやき,かいとやき,かかとやき,かぶとやき
十二支で、電 (うし) 年と玉 (うさぎ) 年の間は何年 ?,雑学,未 (ひつじ) 年,子 (ねずみ) 年,刺 (とら) 年,丸 (いのしし) 年,刺 (とら) 年
1958年に、三森宋一が池袋で創業した食堂に始まる、和定食チェーン店は何 ?,雑学,大戸屋,大屋根屋,大扉屋,大窓屋,大戸屋
バイクに乗るときなどに頭を保護するためかぶる、人金属やプラスチック吉のかぶりものは何 2,雑学,コメット,ヘルメット,ゴツゴツメット,キメット,ヘルメット
次のうち、キノコではないのはどれ 2?,雑学,マツタケ,エノキダケ,シイタケ,ヤリガタケ,ヤリガタケ
ぶどう酒を飲むのに使われる、脚の長いグラスを何という ?,雑学,タンブラー,デキャンタ,ワイングラス,ビールジョッキ,ワイングラス
次のうち、ひざ上丈のズボンを指す言葉はどれ ?,雑学,食パン,短パン,飲パン,乾パン,短パン
俗に「おてんと様」と呼ばれるものは何 ?        ーー,雑学,"コ王
ビーコ",太陽,月,是,太陽
オートバイに乗るときに、頭を保護Cまべすいり】 と: ままへもう1 】と6幅計/,雑学,ベルマーク,ベルベット,ベルモット,ヘルメット,ヘルメット
次のうち、とり肉の別名にもなっているのはどれ2?,雑学,ふなば し,ささらづ,まつど,かしわ,かしわ
洗剤、物干し竿と言えば、何を行うときに用いる道具 ?,雑学,せんたく,さいほう,りょうり,いくじ,せんたく
つまらないダジャレのことを、俗に「〇つつ〇〇ギャグ」という。〇〇〇は回角,雑学,オセジ,オンジ,オヤンジ,オナジ,オヤンジ
料理で、食材を、形にこだわらず大きめに切ることを何という ?,雑学,指切り,ぶつ切り,初っ切り,見切り,ぶつ切り
俳優の美木良介によって考案されたゆっくりと強く呼吸することで行うダイエットは何 ?,雑学,ロングブレスダイエット,スタッドレスダイエット,エクスプレスダイエット,ウエイトレスダイエット,ロングブレスダイエット
るたことだコジきfp】9 上人あミッハヤ<放> ニズやマヨネーズなどのペーストを何という2,雑学,トラップ,ディップ,スキップ,クルップ,ディップ
血縁や人肛などのコネや裏金を使い不正な手段で入学することを何という?,雑学,特別枠入学,賭婁入学,裏口入学,愛情入学,裏口入学
漂白剤、柔軟剤と言えは何を行う時に用いるもの ?2    ーー,雑学,洗浴,布団填し,裁,料理,洗浴
牛肉を干して乾燥させた食べ物はEpんの⑨(⑨】ほ衝⑨(⑨!⑱】とく口シ,雑学,シェーキー,ジューシー,ジャーキー,シンショーミー,ジャーキー
「アンクレット」といえば、体のどの部分につけるアクセサリー ?,雑学,足自,腰,腕,耳,足自
バレンタインデーに、一般に女性から男性に渡すお菓子は何 ?,雑学,キャンデイィ,マンシュマロ,クッキー,チヨョコレート,チヨョコレート
山いもをすりおろしたものを何と言つう?,雑学,トロロ,レトロ,トトロ,口ココ,トロロ
ゆでた枝豆を潰したものを秋にして骸を包んだ、東北地方名物のお菓子は何 ?,雑学,ずんだ峡,かんだ餅,はんだ評,とんだ評,ずんだ峡
ドジョウとゴボウを煮込んだ銅料理を何と言う?,雑学,石川,清川,柳川,細川,柳川
東京で生まれ育った人を指す「て人)〇の江戸っ子」。 〇〇〇は ?,雑学,ちょさちよさ,ちゃさちゃきさ,ちゆゅさきちゅきさ,ちえさちえさ,ちゃさちゃきさ
ブランドの在庫品などを安く売る店を集めた施設「〇〇〇モール」。 (のCXうに入る言葉は何 ?,雑学,アウトレット,アウトドア,アウトサイド,アウトプット,アウトレット
鉄道列車で、あらかじめ座る人が決められている席のことを何という ?,雑学,笠台席,指定席,自由席,グリーン席,指定席
次のうち、鋼料理にあるのはどれ ?,雑学,しゃかしゃか,しゃぶしゃぶ,しゃりしゃり,しゃんしゃん,しゃぶしゃぶ
ビールを飲む時に使うグラスはどれ 2?,雑学,ナチヨッキ,ショック,チェック,ジョッキ,ジョッキ
次のうち、ウサギが跳びはねる様子を表す言葉はどれ ?      「,雑学,ピョンピョン,ジャンジャン,チュンチュン,キュンキュン,ピョンピョン
作文や小説を書くための紙は「でCO)〇つようし」。〇〇〇は 2,雑学,げんこう,げんぞう,げんそう,げんろう,げんこう
水玉模様をモチーフとしたデザインで知られる芸術家、草間縛生。 「縛生」は何と読む ?,雑学,さつき,やよい,はづき,しわす,やよい
プレゼンテーション用のソフトで、壁などに投影する1枚の画像を何といつ ?,雑学,スライド,スライム,スライス,スクラム,スライド
目覚まし時計で、一度アラームを止めても数分後に再び鳴る機能を何といつ ?,雑学,クルーズ,ジョーズ,スヌーズ,クローズ,スヌーズ
ラジオ・テレビのニュース番組に出演しニュースの伝達・解説を行い、番組を進行していく人のことを2?,雑学,アシスタント,プロデューサー,キャバレー,キャスター,キャスター
腕のわるい医者を指す言葉「C〇CCO)医者」。〇〇〇は何 ?,雑学,やぶ,"ーー
ぃニラ","かぶ
\",あぶ,やぶ
ご飯の上にハンバーグと目玉焼きをのせてソースをかけた、ハワイ名物の料理は何 ?,雑学,ポコパコ,ンコスコ,ソコモコ,ロコモコ,ロコモコ
次のうち、フードつきの防寒用ジャケットはどれ2?,雑学,パーカ,ピーカ,ペーカ,プーカ,パーカ
怖い見た目で話題の、北海道夕張市の北海道物産センターの熊のキャラクターは何 ?,雑学,ミカン能,リンゴ熊,メロン態,スイカ熊,メロン態
『キオス島の虐殺』や【『サルダナパールの死』などの名画を残した、ロマン主義の画家は誰 ?,雑学,ドラエモン,ドラゴンズ,ドラクロワ,ドラゲナイ,ドラクロワ
次のうち、実際にある豆はどれ?,雑学,海豆,川豆,空豆,雲豆,空豆
さお、  注さ、  車り、  糸といえば、  どんなレジャーに使う道具 ?,雑学,ゴルフ,釣り,ドライブ,サイクリング,釣り
次のうち、冷たい飲みものが入ったグラスの下にしくものはどれ3?,雑学,ウースター,ロースター,コースター,イースター,コースター
次のうち、夏に黄色い花を吹かせる植物はどれ?,雑学,オマワリ,ヒマワリ,コマワリ,リマワリ,ヒマワリ
車や家などを購入する際、銀行や金融業者の貸し付けを受け、分割で支払いを行うことを何という ?,雑学,カーン,ドーン,レーン,ローン,ローン
「山の日」といえば、毎年何月にあとにゴク]り=肝/     ー,雑学,10月,5月,8月,7月,8月
次のうち、実際にある魚の種類はどれ 2?,雑学,レンコウ,トンコウ,アンコウ,シンコウ,アンコウ
次のうち、「健康に良い」 と言う意味で使われる言葉はどれ ?,雑学,ミルキー,ヘルシー,メルンー,シルキー,ヘルシー
通勤や通学などで、電車が混雑する時間帯を何と言う ?2,雑学,ハッンシュ,マッンュユ,ラッシュ,ダッシュ,ラッシュ
薬用シャンプー「スカルプD」を販売しているメーカーはどこ?,雑学,アンファー,アンター,デンジャー,ローファー,アンファー
次のうち、飲み物はどれ?,雑学,コイン,サイン,ツイン,ワイン,ワイン
ふじ、つがる、ジョナゴールドなどnkEyの2ルPoと の!たる円有?,雑学,バナナ,リンゴ,サクランポ,グレープフルーツ,リンゴ
股上が浅いズボンのことを、「ハイライズ」に対して何という ?,雑学,オーライズ,ローライズ,トーライズ,ノーライズ,ローライズ
携帯用のものもある、タバコの吸い蓄を入れる容器といえは何 ?,雑学,放皿,,ストロー,手拭,放皿
スポーツ観戦や音楽ライブのグッズでおなじみの細長形のタオルを、ある防球具に例えて何という ?,雑学,カイロタオル,コートタオル,マフラータオル,ニットタオル,マフラータオル
次のうち、フリルやリボンのついた腰までの丈のネグリジェはどとどれ?,雑学,チャイルドドール,アダルトドール,ベビードール,ヤングドール,ベビードール
サケやタラなどの魚と、人参や大根を者こんで作る、北海道の汁物料理は何 ?,雑学,三郎汁,三牟汁,三男汗,三吉汗,三牟汁
大相撲の懸賞でも有名な、インスタント食品の「お茶づけ海苔」を初めて開発した会吐はどこ?,雑学,井村屋,永谷園,味の素,日清食品,永谷園
次のうち、実際に存在するエビはとれ 2?,雑学,ヒコウキエビ,クルマエビ,デンシャエビ,ジテンシャエビ,クルマエビ
"古庄の「
シ
ーチキ
ン
」
。 原料は何?",雑学,イカ,サバ,マグロ,クジラ,マグロ
ネイルアートの中でも、爪の先を白くぬったものを何という ?,雑学,ジャーマンネイル,アメリカンネイル,ダッチネイル,フレンチネイル,フレンチネイル
発征すると顔が腫れて膨らんで見える病気は「〇つ〇〇かぜ」。O〇O〇〇は ?,雑学,おたふく,ひょっとこ,のうめん,はんにゃや,おたふく
次のうち、和花火の種類にあるのはどれ 2?,雑学,ヒツジ花火,ネズミ花火,サソリ花火,ウサギ花火,ネズミ花火
日本で「母の日」があるのは毎年何三革4,雑学,3月,7月,1月,月,月
料理で、肉や野茶などの食材をゆでることを英語で何という?,雑学,ボイル,ドイル,タイル,ザイル,ボイル
