ある数を累乗するとき、数字を掛け合わせる回数は、元の数字のどこに書き表す?,理系,右上,左下,石下,左上,右上
とある紐に形が似ていることから名がついた、条躍などの寄生虫の総称は何 ?,理系,オダムシ,トクガワムシ,トヨトミムシ,サナダムシ,サナダムシ
和名を「ワカバキャベツヤシ」という、高い美容効果で知られる植物は回角,理系,ヨルイー,ユウイー,アサイー,ヒルイー,アサイー
角度をはかる時に使う「分度器」は、次のうち、普通、どんな形をしている ?,理系,星形,年円形,三角形,吾形,年円形
液体の物質をだんだん冷やしていくと、ほとんどの物質は最終的にはどうなる?,理系,水になる,葵発する,固まる,光る,固まる
次のうち、「オゾン層」がある地球大気の居はどれ?,理系,成層圏,対流圏,,外気圏,成層圏
トンボの中でも、特にアキアカネやナツアカネのことを、体の色にちなんで何という ?,理系,シロトンボ,アオトンボ,クロトンボポ,アカトンポ,アカトンポ
水素と酸素から電気を得る「燃料電池」において、発電の際に排出する3)】とや p ます,理系,排気ガス,二酸化炭素,水,フロンガス,水
次のうち、「絶対値」が等しい組み合わせはどれ2,理系,「-1」と「-2」,「1」と「2」,「0」と「3」,「-3」と「3」,「-3」と「3」
富士山麓などに広がる、森林が発達し、見下ろすと海のように見える所を何という ?,理系,坊海,寺海,樹海,,樹海
外反母叶の予防や角質の除去といった足のお手入れのことを「何ケア」という2,理系,"へアア
アケア",ハンドケア,フットケア,スカルプケア,フットケア
宇宙飛行士が船外活動で着る「EVAスーツ」の色は主に何色 ?,理系,紫,緑,黒,日,日
TExcel」などの表計算ソフトで、数値を入力するマス目を何という ?,理系,タイル,セル,ボックス,スクエア,セル
イボを取り除く際などにも使われる、分子式「N2」の物質を液体化したものを何という ?,理系,液体炭素,液体酸素,液体窒素,液体水素,液体窒素
、人が出会ったり追いかけたりする場合の、時間や距離を求める計算を何という ?,理系,大人算,俳人算,旅人算,浪人算,旅人算
次のうち、死ぬ原因になるほどの重い傷を意味する言葉はどれ?,理系,感傷,中傷,致命傷,京傷,致命傷
本草学者の藤野寄命が命名した、有名なサクラの品種といえば何 ?,理系,エドヒガン,シダレザクラ,ソメイヨンノ,カンヒザクラ,ソメイヨンノ
次のうち、黄道12星座に含まれない星座はどれ?,理系,おうし座,おひつじ座,つる座,うお座,つる座
次の温度のうち、その値が最も高いものはどれ 2?,理系,鉄の融点,太陽の表面温度,ヒトの下熱,水の沸点,太陽の表面温度
次のうち、北千球で昼の時間が最も長くなる日はいつ ?   「,理系,春分,秋分,邊至,冬至,邊至
次のうち、フランスの生物学者・ファーブルが、自身の研究成果をまとめた著作はどれ ?,理系,魚類記,各物記,昆申記,恐竜記,昆申記
地球に大きな影響を与えることもある、太陽で発生する爆発現象を何という ?,理系,ボンベ,マグマ,フレア,ボンバー,フレア
ドイツで最初に警察大や軍用犬として利用された、中型犬の品種は何 ?,理系,ボクサー,ファイター,レスフー,ソルジャー,ボクサー
"ー  ーー        ー
る、鉄の元素記号は何2_",理系,Er,Ru,Um,Fe,Fe
アルミ告の主な原料となっている元素は何 ?,理系,クロム,アルミニウム,マンガン,鉄,アルミニウム
次のうち、12と18の公約数ではない数字はどれ?,理系,6,2,9,3,9
保冷材などに用いられる、固体のニ酸化炭素は何 ?,理系,クールアイス,ホットアイス,ウェットアイス,ドライアイス,ドライアイス
立方体の面の数はいくつ?,理系,6つ,4つ,Sつ,3つ,6つ
ニワトリやキジの「トサカ」といえば、体のどこにある部分?,理系,しっぽ,頭,自,多,頭
数学で、真偽がはっきり決まるような事柄を述べた文章のことを何という?,理系,名台,明大,命題,名大,命題
次のうち、顔にできるシワはとどれ?,理系,まじの線,ほうれい線,ぜんきん線,はくへい線,ほうれい線
次のうち、幼虫の期間が最も長い生さ物はどれ?,理系,モンシロチョウ,シオカラトンボ,カブトムシ,"セミ
es]
Pe","セミ
es]
Pe"
次のうち、「ふたご」を意味する言葉はどれ?2    -,理系,はむ,ベーこん,ごらみ,そうせいじ,そうせいじ
その形から名前がついた、観察が容易な単細胞生物は ?,理系,ハンゲソツモ,マンゲツモ,シンゲツモ,ミカヅツキモ,ミカヅツキモ
「グリーン」など700種類以上がいる、原始的なトカゲの仲間は何 ?,理系,ダイアナ,マリアナ,女子アナ,イグアナ,イグアナ
原子や分子など、ある物質の一部をつくる細かいつぶのことを何という?,理系,粒子,障子,邊子,土子,粒子
端午の節句にはお風呂に入れる、湿地に多く生える植物は何 ?,理系,かちまけ,うでくらベべ,さよょようそう,しょうぶ,しょうぶ
次のうち、ノーベル賞の部門にあるの】とちず2ル4 且2      ー,理系,数学賞,化学党,気象学中,統計学員,化学党
窪寺恒己が生きた姿の撮影に初めて成功した、世界最大のイカは何 ?,理系,ジョオワウイカ,オウサマイカ,コウテイイカ,ダイオウイカ,ダイオウイカ
「相対性理論」を提唱した物理学者は誰 ?        -,理系,ニュートン,ケプラー,アルキメデス,アインシュタイン,アインシュタイン
アカ、シロ、モモイロなどの種類がある、海の中で固い骨格を作る刺胞動物を一般に何という 3?,理系,ヨンロク,ニン,ゴナナ,サンゴ,サンゴ
耳の中にある、有聴覚を司る器官は円時,理系,時昧管,映牛管,娠申管,邊螺官,映牛管
1つの力を2つ以上に分ける「力の分解」に対し、2つ以上の力を1つにまとめることを何という?,理系,力のごり押し,力の支配,力の強さ,力の人台成,力の人台成
次のうち、日本で雪がよく降る季節として最も適切なものはどれ?,理系,秋,夏,春,冬,冬
円筒形の体を持ち、多くの触手でエサを食べる、海に生息する腔腸動物は何 ?,理系,イソギンチャク,ウミワウワン,ヤドカリ,ヒヤシンス,イソギンチャク
次のうち、「n」という記号で表される数値はどれ ?2,理系,容積,表面柄,円周率,年方根,円周率
次のうち、海にすむ魚はどれ?,理系,コイ,イワナ,イシダイ,ワカサギ,イシダイ
56を2x2x2x7とするなど、元の数を素数の掛け算の形で表すことを何という2,理系,素因数分解,三下方の定理,展開,年方根,素因数分解
「麦黄糖」とも呼ばれる、水あめの主成分でもある物質は何?_,理系,シカクトース,サンカクトース,マルトース,ホシトース,マルトース
爽快感のある独特の香りで知られる、ハッカ油の主成分は何 ?,理系,ドクトール,メントール,マントール,ナフトール,メントール
次のうち、真空中を光が1秒間に進む距離に最も近いのはどれ?,理系,30万キロメートル,30万センチメートル,30万ミリメートル,30万メートル,30万キロメートル
火山のマグマが噴き出る部分のことを、人間の体に例えて何という ?,理系,火口,"ル 畠
デテデ",火目,火耳,火口
ハスやタケにある、根のように見える芝を何という3?,理系,葉茎,水茎,空茎,根茎,根茎
地球は、次のうち、どのような形をしている ?,理系,在面,析円体,円柱,立方体,析円体
気温や湿度などによって「洋服がどれくらい乾くか」を表した指数を何という2,理系,洗浴指数,裁縫指数,炊事指数,掃除指数,洗浴指数
「内富鏡」といえば、次のうちどんなものの中を見る機器 ?,理系,水の中,土の中,木の中,体の中,体の中
水に沈めた物体が、その体積に応じて水から受ける力は何 ?,理系,引力,磁力,浮力,圧力,浮力
「ヒアルロン酸」など、皮膚の乾燥を防ぐ成分のことを何という ?2,理系,保湿成分,保険成分,保温成分,保健成分,保湿成分
主に、昆虫を媒介して受粉を行う花を何という ?       _,理系,水媒花,風媒花,,申媒花,申媒花
「天文字 といったら、どんなことを研究する分野 ?,理系,海,宇宙,数字,元素,宇宙
「ドライアイス」はどんな気体を凍らせたもの?,理系,二酸化炭素,窒素,フッ素,酸素,二酸化炭素
次のうち、取り過ぎると痛風の原因になる物質はどれ?,理系,ヨーグルト体,杜天体,プリン体,ゼリー体,プリン体
次のうち、イカ、タコ、由が分類されるのはどれ2?,理系,疲足動物,軟体動物,刺胞動物,丈皮動物,軟体動物
サトウキビ、アワ、オオムギといったら、何科の植物 ?,理系,ユリ科,イネ科,ナス科,ラン科,イネ科
黒いものが特に有名な、薄くはがれる性質を持つ鉱物といえば何 ?,理系,実母,雲兄,"王 スハ
雲父",雲姉,実母
次のうち、整数と真分数の和から成り立つ数を指す言葉はどれ?,理系,天分数,紐分数,禅分数,終分数,天分数
