Q,Category,K1,K2,K3,K4,A
江川達也が漫画化した、紫式部の文字作品といえば何 ?,アニメゲーム,枕晶子,源氏物語,徒然草,竹取物語,源氏物語
ゲーム『桃太郎電鉄USA』の舞台となっている国はどこ?2,アニメゲーム,オーストラリア,中国,日本,アメリカ,アメリカ
『聞に降り立った天才』という副題がつけられた、福本伸行の漫画は回角,アニメゲーム,サカギ,タカギ,ナカギ,アカギ,アカギ
野球ゲーム『プロ野球ファミリースタジアム』に登場する、巨人をモチーフにしたチームは何 ?,アニメゲーム,ドラサンズ,ガイアンツ,タイタンズ,ライオネルズ,ガイアンツ
次のうち、腐法使いの少女を主人公とする漫画はどれ ?,アニメゲーム,将棋の渡辺くん,ふらいんぐうい っち,アルスラーン戦記,進撃の巨人,ふらいんぐうい っち
アニメ 『悟空の大冒険』」のモチーフとなった有名な物語は何 ?,アニメゲーム,西遊記,三国志演義,金瓶梅,水党伝,西遊記
アメリカ版のアニメ『ドラえもん』で、「Hopter」 と訳されたひみつ道具は何?,アニメゲーム,もしもボックス,どこでもドア,タイムマシン,タケコブプター,タケコブプター
漫画『ゴルゴ13』の作者「さいとうたかを」。正しい表記は次のうちどれ?,アニメゲーム,さいとうた・かを,さいとう・たかを,さいと・うたかを,さい・とうたかを,さいとう・たかを
"さ     のへー
ーー      用   【]    ーー                     ーームで、略称を「D食」というのは回角",アニメゲーム,たいむゾーン,Dの食卓,風のリグレット,エネミー・ゼロ,Dの食卓
シミュレーションゲーム『信長の野望』の信長のフルネームは何 ?,アニメゲーム,豊臣信長,起田信長,徳川信長,織田信長,織田信長
2014年に実写映画化された、葉月かなえの漫画作品は『〇つつ〇つ〇っていいなよ。』。 〇〇〇は何 ?,アニメゲーム,好き,ダメ,嫌い,苦手,好き
漫画雑誌で、略称を「月マガ」というのは次のうちどれ2,アニメゲーム,週刊ヤングマガジン,別冊少年マガジン,週刊少年マガジン,月刊少年マガジン,月刊少年マガジン
次のうち、義奈川県を舞台にした漫下はどれ2?,アニメゲーム,うどんの国の金色毛物,猫とふたりの鎌倉手帖,姫路城リビングデッド,応天の門,猫とふたりの鎌倉手帖
次のうち、新右衛門さんという奉行が登場するテレビアニメはどれ ?,アニメゲーム,一休さん,タッチ,アルプスの少女ハイジ,ハイカラさんが通る,一休さん
略称を「スマブラ」という任天堂の2ームシリーズで、この「ブラ」とは仙の略 ?,アニメゲーム,ブラザーズ,ブラック,ブラインド,ブラジル,ブラザーズ
任天堂が発売したゲーム機の名前で、「バーチャル」 「ゲーム」の後に共通してつく単語は何?,アニメゲーム,マザー,ボーイ,カズン,ガール,ボーイ
東村アキコの漫画『タラレBar」 といえば、何という漫画の番外編 2,アニメゲーム,ママはテンパリスト,東京タラレバ娘,海月姫,害化の虎,東京タラレバ娘
エヴァンゲリオンLD版第拾八話で、ネルフのトレーラーの口ゴは?,アニメゲーム,NERV,FUSO,HINO,NISSAN,NERV
トロルの絵本を原作にしたNHK Eテレのアニメ『〇OO〇OO〇たんてい』。〇てては何 ?,アニメゲーム,あたま,おなか,おしり,みぎて,おしり
『立-Ritz-』」といえば、何という温画のスピンオフ作品2,アニメゲーム,咲-Saki-,ゴブリンスレイヤー,彼姫,インディゴの夜,咲-Saki-
漫画『美味しんぼ』の登場人物で、海原雄山の息子にあたるのは誰 ?,アニメゲーム,山岡士郎,近城勇,岡星精一,団一朗,山岡士郎
PSPのパズルゲーム !『アイルーでパズルー』は何というゲームのスピンオフ作品 ?,アニメゲーム,メタルギアソリッド,ファイナルファンタジー,モンスターハンター,ドラゴンクエスト,モンスターハンター
「異議あり!」「待った!」というフレーズが登場するカプコンのゲームは次のうちとどれ?,アニメゲーム,鬼武者,バイオハザード,逆転裁講,ロックマン,逆転裁講
ゲーム !ゴッドイーター』で、「アラガミ」という敵を倒すための武器を何という ?,アニメゲーム,妖機,理機,腐機,陰機,理機
WAY/e提軒三2の】三[で的漫画作品のタイトルは何 ?,アニメゲーム,作家道,まんが道,アニメ道,上京首,まんが道
アニメ『バーバパパ』で、バーバパパの奥さんの名前は何 ?,アニメゲーム,バーバララ,バーバベル,バーバズー,バーバママ,バーバママ
RPGシリーズ 『ドラゴンクエスト』の、アルファベット2文字の略称は回角,アニメゲーム,DK,DX,DO,DC,DO
かつての漫画のタイトル !和柔道』 と『東大』の後ろに共通する言葉は回角,アニメゲーム,征直線,ーー直線,数直線,低直線,ーー直線
アニメ 「サザエさん』の主人公サザエエさん。声をあてている声優は誰 ?,アニメゲーム,津村まこと,晶水みーな,貴家堂子,加藤みどり,加藤みどり
細野不二彦の漫画作品『Gu-Gu7)〇つ』。〇OO〇は何 ?,アニメゲーム,コンニャク,ガンモ,ナクワ,ダイコン,ガンモ
サンドロビッチ・ヤバ子とだろめおんの漫画『ケンガンアシュラ』 の続編品は何 ?,アニメゲーム,移熱カバディ,ケンガンオメガ,ベルサイユオブザデッド,お姉ちゃんは恋妖怪,ケンガンオメガ
吾峠呼世晴の漫画『鬼滅の刀』の「上減」は何と読む2  ー,アニメゲーム,さめつ,おにめつ,おにげん,さげん,さめつ
漫画家で、よしひろ、陽一、留美子に共通する名字は何 ?     「,アニメゲーム,山田,高橋,佐藤,名木,高橋
漫画雑誌『週刊少年サンデー』の「サンデー」とは何曜日のこと ?,アニメゲーム,火曜日,日曜日,水曜日,月曜日,日曜日
エッセイ漫画『サザエさんうちあけ話』の作者である漫画家は誰 ?,アニメゲーム,水野英子,池田理代子,長谷川町子,秋尾望都,長谷川町子
"「東西新聞往」という架空の新聞往が登場す
とシンガ
グルメ湿画は
円",アニメゲーム,美味しんぼ,食温のソーマ,クッキングパパ,ミスター味っ子,美味しんぼ
徳弘正也の漫画 『!ジャングルの王者ターちゃん』の舞台となっているのた(jpミっすず,アニメゲーム,ハワイ,インド,ロンア,アフリカ,アフリカ
アニメ『ドラえもん』の次のキャラクターのうち、家が金持ちという設定なのは誰 ?,アニメゲーム,のび太,しずか,ジャイアン,スネ夫,スネ夫
漫画『鬼滅の妃』で、鬼たちを統括3と4のと0:ちく円7,アニメゲーム,悲鳴販行冥,不死川実弥,摩屋敷輝利哉,鬼舞辻無惨,鬼舞辻無惨
漫画『NARUTO』で、ナルトが所属していた第七班の教記の名前は何 ?,アニメゲーム,夕日紅,猿飛アスマ,はたけカカシ,マイト・ガイ,はたけカカシ
2015年にドラマ化された石坂啓の漫画『アイム〇OO〇OO〇O』。 の〇〇〇は回角,アニメゲーム,ハウス,ルーム,ランド,ホーム,ホーム
藤子不二雄Aの漫画『怪物くん』で主人公・怪物くんの本名は何2,アニメゲーム,怪物閣郎,怪物怖郎,怪物太郎,怪物一朗,怪物太郎
セガのキャラクター 「ソニック・ザ・ヘッジホッグ」の毛の色は何色?,アニメゲーム,黄,赤,緑,"宇
月","宇
月"
漫画 リドラベース ドラえもん超野球外伝』に登場する 「!道頓堀サンダース」はどこのチーム ?,アニメゲーム,鹿児島県,大阪府,長野県,北海首,大阪府
次のうち、漫画『銀魂』に関して正しくないことはどれ2,アニメゲーム,アニメ化された,作者は空知英秋,週刊少年ジャンプ連載,主人公は孫悟空,主人公は孫悟空
アニメ「あの日見た花の名前を僕達はまだ知らない』で、「めんま」のあだ名で呼ばれたのは誰 ?,アニメゲーム,鶴見知利子,本間芽衣子,宿海仁太,松雪集,本間芽衣子
『スカイウォードソード」』『時のオカリナ』などのシリーズ作品があるゲームは何 ?,アニメゲーム,ファイアーエムブレム,ゼルダの伝説,メトロイド,MOTHER,ゼルダの伝説
アニメ化もされた漫画『犬夜叉』の作者は誰 ?,アニメゲーム,原秀則,ゆうきまさみ,あだち充,高橋留美子,高橋留美子
太田紫織の小説を原作とするアニメ『櫻子さんの足下には〇〇が埋まっている』。〇い〇は何 ?,アニメゲーム,温泉,死体,財産,玉石,死体
ゲーム 『レッキングクルー』で、取るとマリオがパワーアップするハンマーは何 ?,アニメゲーム,シルバーハンマー,ブルーハンマー,ゴールデンハンマー,レッドハンマー,ゴールデンハンマー
"アニメ 『科学妨者際ガッチャマンに登場す
る科学妨者際
のメ^
ンバーC(
のうち、女性は何人 ?",アニメゲーム,1人,4人,2人,3人,1人
ゲーム雑誌 『ファミ通」のかつての名前は 『〇OO〇OO〇通信』 。〇〇〇は回角,アニメゲーム,ファミリア,ファミリー,"ファアミ
アミコン",ファミック,"ファアミ
アミコン"
次のうち、『それいけ!!アンパンマン』に登場しないキャラクターはどれ?,アニメゲーム,ホラーマン,テリーマン,しょくばんまん,カツドンマン,テリーマン
ゲーム 『ミスタードリラー』シリーズに登場する次のキャラクターのうち、ロボットは誰 ?,アニメゲーム,プチ,ホリンガーZ,シータ・モングレー,トビ・タイヨウ,ホリンガーZ
漫画『約束のネバーランド』の次のを場人物のうち、男性は誰?_,アニメゲーム,ノーマン,工マ,イザベラ,コニー,ノーマン
下永学の小説を原作にしたNHKBSのアニメ作品は『心霊探偵何』 ?,アニメゲーム,"--型
ハハ妻",七寺,八雲,九雲,八雲
草摩家に居候している本田透を主人公とする、高屋奈月の漫画作品は「何バスケット』 2?,アニメゲーム,フィッシュバスケット,ブレッドバスケット,ベジタブルバスケット,フルーツバスケット,フルーツバスケット
