Q,Category,K1,K2,K3,K4,A
中川家の中川、元SMAPの草強、[44eEtのに:ア=さまことっ回角,芸能,"、主
/月",潤,大,骨,骨
父親たちの星条旗』とともに「硫黄島2部作」を構成する、イーストウッド監督の映画は何 ?,芸能,硫黄島からの色紙,硫黄島からの赤紙,硫黄島からの手紙,硫黄島からの日紙,硫黄島からの手紙
「中国人の踊り』」や『ロシア人の華り』などからなる、チャイコフスキー作曲のバレエ組曲は何 ?,芸能,育い目の人形,フランス人形,着せ替え人形,くるみ割り人形,くるみ割り人形
の:還 |:cl アル cpウル:ー』で、劇的に変わるものは何 ?,芸能,出演者,髪型,建物,補聴率,建物
出身高校にちなんでコンビ名をつけた、虹川美穂子と伊藤さおりからなるお笑いコンビは何 ?,芸能,北陽,西陽,南陽,東陽,北陽
映画『二階の他人』でデビューした、『男はつらいよ』シリーズなどで知られる映画監督は誰 ?,芸能,伊丹十三,山田洋多,大島洛,小津安二郎,山田洋多
あわせて「Wコウジ」と呼ばれる2人のお笑い芸人といったら、 今田耕司と誰 ?,芸能,東野幸治,的場浩司,コージー富田,仲本工事,東野幸治
編田府貴、かなで、ゆめっちの3人からなる吉本興業のお笑いトリオは何,芸能,ネルソンズ,ほる塾,3時のヒロイン,ジェラードン,3時のヒロイン
テクノボポップユニット 『Perfume』のメンバーはあてちゃん、かしゆかと誰 ?,芸能,まゆゆ,のっち,たかみな,おばま,のっち
セレブフ姉妹ユニット・叶姉妹の姉の前は何 ?,芸能,陽子,恭子,藤子,涼子,恭子
ハロプロのユニット「ごまっとう」のメンバーといえば、後藤真希、松浦亜弥と誰 ?,芸能,前田敦子,板野友美,膝本美貴,柏木由紀,膝本美貴
「クリフクライム」や「ピンボールランナー」などのコーナーがあるバラエティ番組は何 ?,芸能,CS嵐,MS嵐,PS嵐,VS嵐,VS嵐
サントリーの缶コーヒー「BOSS」のCMで、宇宙人役を演じている俳優は上:壮4,芸能,ジョーンズ,ファルケンボーグ,ダックワース,ユーキリス,ジョーンズ
個性的なキャラクターでもおなじみの俳優・温水洋一。名字の「温水」は何と読む ?,芸能,ぬくみず,はるみず,あつみず,おんみず,ぬくみず
NHKの番組『サンデースポーツ』が放送されているのは毎週何曜日 ?,芸能,金曜日,水曜日,月曜日,日曜日,日曜日
俳優の染谷将太を夫に持つ、映画『バベル』や『ノルウェイの森』などに出演した女優は誰?,芸能,竹地凛子,梅地凛子,奥地凛子,蘭地凛子,奥地凛子
TAKAHIROがメインボーカルを務めるダンス&ボーカルユニットは何 ?,芸能,X JAPAN,BIGBANG,DA PUMP,EXILE,EXILE
主人公の刑事ジョン・マクレーンをブルース・ウィリスが演じる、人気映画シリーズは何 ?,芸能,ダイ・ハード,ビッグバン,ブルーサンダー,いてまえ,ダイ・ハード
PUFFYのヒット曲『溢にまつわる)〇つつ〇』。O〇O〇〇は何 ?,芸能,エキストラ,エレクトラ,エトセトラ,エクストラ,エトセトラ
_ 代表作に『お葬式』『タンポポ』『マルサの女』 などがある、映画監は誰?,芸能,芦屋十三,明石十三,姫路十三,伊丹十三,伊丹十三
テレビ番組『日経スペシャル 〇〇〇0夜明け』。〇〇〇は何 ?,芸能,ウレロ,ガイア,ライフ,ナイト,ガイア
映画監督「伊丹十三」の次の作品の中で、一番公開が早かったのはどれ?,芸能,スーパーの女,ミンボーの女,マルタイの女,マルサの女,マルサの女
綾瀬はるか主演の映画のタイトルは次のうちどれ2?,芸能,おっぱいミサイル,おっぱいボクシング,おっぱいバレー,おっぱいサッカー,おっぱいバレー
映画「スター・ウォーズ」エピソード3の副題は「〇O〇の復讐」。〇に入る言葉は何?,芸能,オス,メス,ンス,ボス,ンス
流行語にもなった「ラブ注入」などのネタで知られるお笑い芸人は誰 ?,芸能,楽しんご,稀しんご,喜しんご,京しんご,楽しんご
「M-1グランプリ」。このMが表す言は何 ?            -,芸能,ものまね,マリオネット,無駄話,"MM 一|
漫才","MM 一|
漫才"
ヒット曲『海雪』で知られる演歌歌手・ジェロの出身国はどこ ?2,芸能,アメリカ,韓国,イギリス,カナダ,アメリカ
「隈取」と呼ばれる独特の化粧法で知られる伝統芸能といえば何 ?,芸能,今様,辛若舞,人形浄瑠璃,歌舞伎,歌舞伎
の7Eだヨリ6Eさクセとタンシ すりみっ映画を専門に取り扱うのはどれ?,芸能,ゴルフネットワーク,アニマルプラネット,衛星劇場,旅チャンネル,衛星劇場
面白いものや人を「珍百景」候補として紹介する、テレビ朝日のバラエティ番組は何 ?,芸能,ナニナニ形百景,ナニコレ珍百景,ドレコレ珍百景,ナニダロ珍百景,ナニコレ珍百景
マッチこと近藤真彦のデビュー曲は、『O〇OO〇〇ぶるてす』 ?,芸能,スニーカー,ゲタ,シューズ,サンダル,スニーカー
バンド、エレファントカシマシでボーカルを担当している人物は誰 ?,芸能,宰田和伸,宮沢和史,吉井和哉,宮本浩次,宮本浩次
シングル『サブリナ』でデビューしたシンガーソングライターは誰 ?,芸能,江崎レオ,家人和信レオ,条本レオ,広田レオ,家人和信レオ
お笑いコンビ、バイきんぐのメンバーといえはば、西村瑞樹と誰 ?,芸能,坊宣之,又吉直樹,小峠身二,塚地起雅,小峠身二
次のうち、大星日の番組ではないものはどれ2?    「,芸能,相根駅伝,笑ってはいけない,紅白歌合戦,ゆく年くる年,相根駅伝
歌手の香美、女優のアリス、すずに共通する名字は何 ?,芸能,土屋,広瀬,北川,松井,広瀬
新潟を活動拠点とする、AKB48の姉妹グループは何 2,芸能,YZW48,UNM48,NGO48,NGT48,NGT48
映画 『!アリス・イン・ワンダーランド 』」などを手がけた映画監督、ティム・〇の〇の〇。〇の〇の〇びは何 ?,芸能,バートン,ノートン,キートン,ムートン,バートン
歌手・DAIGOの楽曲『KSK』は、何という言葉の頭文字にちなんだタイトル ?,芸能,辛せにします,毎日味噌汁作って,俺に付いてこい,結婚してください,結婚してください
ファントムとクリスティーヌの悲恋を描いたミュージカル『オペラ座の〇つつ』。〇〇は何 ?,芸能,名人,美人,怪人,超人,怪人
『大都会』」 や『愛をとりもどとせ! 』などの代表曲があるロックバンドは回角,芸能,クリスタルキング,ダイヤモンドキング,サファイアキング,エメラルドキング,クリスタルキング
ドラマ TRICK』 シリーズで、山田奈緒子とともに謎を解く教授・上田次郎を演じた俳優は誰 ?,芸能,阿部覧,竹ノ内豊,渡辺謙,中井貴一,阿部覧
次のうち、音楽で「楽譜」を意味する言葉はどれ?    -,芸能,モード,タダイム,パート,スコア,スコア
映画において、撮影を完了することを何という ?,芸能,クランクアップ,リストアップ,ショーアップ,サインアップ,クランクアップ
北乃きいが主演した、イジメを題材にしたドラマのタイトルは?  「,芸能,ライブ,リブ,ライフ,アライブ,ライフ
フジテレビの番組『逃走中』」で、参加者が途中でリタイアすることを何としう?,芸能,自首,自立,自害,目殺,自首
映画 『フィールド・オブ・ドリームス』や『打撃王』のテーマとなったスポーツは何 ?,芸能,野球,目球,サッカー,アイスホッケー,野球
次の俳優のうち、一番年上なのは誰 :,芸能,伊藤健太郎,,市村正親,中川大志,市村正親
綾瀬はるかが新島可の妻を演じた、NHK大河ドラマのタイトルは何 ?,芸能,馬姫,江ン姫たちの戦国て,功名が辻,八重の桜,八重の桜
織田裕二の、映画「踊る大捜査線」KGしじとたず/,芸能,黒島,赤島,青島,曰島,青島
次のうち、芸能事務所・三桂に所属する、メガネが特徴の外国人タレントは誰 ?,芸能,ケント・ラリアット,ケント・フリカッル,ケント・デリカット,ケント・マニアック,ケント・デリカット
『粉雪』や 『!3月9日』などのヒット曲がある音楽グループは何 ?,芸能,スキマスイッチ,HY,flumpool,レミオロメン,レミオロメン
ロックバンド、レベッカでボーカルを務める歌手は誰 ?,芸能,MOKKO,DOOKO,BOKKO,NOKKO,NOKKO
テレビ番組 世界の果てまでイッテQj などに出演している、浅倉南のネタでおなじみのタレントは誰 ?,芸能,だいたひかる,まちゃまちゃ,いとうあさこ,にしおかすみこ,いとうあさこ
トーク番組 !A-Studio+』 で、MCを務めているのは誰 ?  -,芸能,関根勤,三宅裕司,拓忠亭鶴瓶,高田純次,拓忠亭鶴瓶
ドラえもんの上鼻の色は何色 ?,芸能,白,"許
月",赤,県,赤
テレビビ番組 !爆報 ! THEフライデー』は、毎週何曜日に放送されていた2,芸能,月曜日,金曜日,日曜日,土曜日,金曜日
テレビ業界で「ゴールデンタイム」といえば、何時から何時までの時間宙?,芸能,4時て7時,13時て16時,9時て12時,19時22時,19時22時
吉村由美と大叶亜美からなる、『アジアの純真』でデビューした女性歌手グループは何 ?,芸能,HUFFY,TUFFY,PUFFY,DUFFY,PUFFY
お笑いコンビ矢野・兵動のメンバー7,芸能,宣原徹,千原せいじ,宮迫博之,兵動大樹,兵動大樹
打楽器のシンバルは、普通何でできと          ー,芸能,ゴム,木,ガラス,金属,金属
日本テレビの情報番組『情報ライブミヤネ屋』でメインキャスターを務めるアナウンサーは誰 ?,芸能,枝太一,宮根誠司,藤井貴彦,上征聡,宮根誠司
次のうち、EXILEのメンバーは誰 ?,芸能,井上マー,仲村トオル,大西ライオン,関ロメンディー,関ロメンディー
次のアイドルグループのうち、NHKの「『紅白歌合戦』で司会を務めたことがあるのはどれ?,芸能,嵐,V6,KAT-TUN,TOKIO,嵐
レコードやCDを包む、紙でできた外装を何という2?,芸能,デニム,トップス,ジャケット,コート,ジャケット
お笑いコンビ、北陽のメンバーといえば、伊藤さおりと誰?,芸能,時川美穂子,近有藤春楽,大久保佳代子,川村エミコ,時川美穂子
歌手・俳優の徹自、タレントの栄の5こさ: ik: ことっにコた回角,芸能,小林,小田,小池,小泉,小池
「MVあるある」を集めたMVも話題なったシングル 『MUSIC VIDEO』で知られるアーティストは誰 ?,芸能,岡崎音楽,岡崎体育,岡崎図工,岡崎家庭科,岡崎体育
「rit.」と略記される、「だんだん遅く」という意味の音楽記号は何 ?,芸能,フォルティッンモ,アッチェレランド,リタルダンド,"ピアニ
ニッシモ",リタルダンド
映画『無能の人』や【『119』など映画監督としても活躍する、俳優・コメディアンは誰 ?,芸能,大中直人,池中直人,山中直人,竹中直人,竹中直人
映画 !男はつらいよ』シリーズの主人公・寅さんの名字は何?,芸能,車,龍,,般,車
次のうちレーサーとしても活躍しているタレントは誰?,芸能,植草元秀,田原俊彦,東山紀之,近藤真彦,近藤真彦
放送作家としても活躍する、アメリカ出身のコメンテーターはデーブ・〇つ〇〇。〇〇〇は何 ?,芸能,スペクター,コレクター,トラクター,ファクター,スペクター
