『アラビアンナイト』の『アリババと40人の盗賊』 で岩の扉を開ける合言葉「開け〇〇」 。 の〇〇は何 ?,文系,ムギ,ゴマ,イモ,マメ,ゴマ
差し迫った状況になると普段以上の力を発揮するという意味の言葉「^)〇つ〇の馬鹿力」 。 〇〇〇は何 ?,文系,魚市場,,円相場,火事場,火事場
「突然の出来事に驚く様子」のことを、鳩が「何」を食らった様な顔をすると表現する?,文系,ストレートパンチ,豪華なフレンチ,豆鉄砲,レッドカード,豆鉄砲
アメリカ第42代大統領・クリントンの妻で、自身も政治家として活躍すとの】と中 : 者4,文系,バーバラ,レイチェル,ミンシエル,ヒラリー,バーバラ
次のうち、ギリシャ語で「秩序がある世界」を意味する言葉はどれ ?,文系,タンポポ,アジサイ,コスモス,ヒマワリ,コスモス
十二支の6番目「み」とはどんねな動ンルの   -,文系,ネズミ,ヘビ,ヒツンジン,イノシン,ヘビ
「イタコ」で有名な恐山がある都道府県はどこ2,文系,"宇
表条県",北海道,沖縄県,東京都,"宇
表条県"
未成年者飲酒禁止法によるとお酒を飲んでも良いのは何歳から ?,文系,18歳,16歳,20歳,22歳,20歳
「国破れて山河あり」で始まる、中国・唐の詩人の杜南の詩は何 ?,文系,春室,夏望,秋望,冬過,春室
俗に「着倒れ」などといわれるのはどこ2?2     -,文系,因館,長崎,,京都,京都
織田信長などが城下町の繁栄のために行った、独占販売の禁止などの商業履策を何という2?,文系,刀狩,太間検地,楽市楽座,値政令,楽市楽座
大自然で育った明るく心の優しい少女ハイジを主人公とする、ヨハンナ・スピリの児童文学は何 ?,文系,アルプスの少女,ロッキーの少女,奥牧の少女,ヒマラヤの少女,アルプスの少女
新を背負い、本を読む姿の像で知られる、江戸時代の農政家は誰 ?,文系,一宮金次郎,四宮金次郎,三宮金次郎,二宮金次郎,二宮金次郎
世界で最も面積が広い国はロンシアですが、最も征い国はどこ ?,文系,スイス,イギリス,バチカン市国,日本,バチカン市国
次のうち、川や谷の上に道路などを通す時に必ず必要なものはどれ ?,文系,トンネル,橋,ヘリポート,線路,橋
愛知県小牧市と兵庫県西宮市を結ぶ、1965年に全線開通した日本初の司索あほ:1たる円,文系,名紳高速道路,中国自動車道,北陸目動車道,九州目動車首,名紳高速道路
お笑い芸人や芝居などの一座が地方興行をして回ることを、俗に「何回り」という2?,文系,ガサ回り,グサ回り,ドサ回り,ダサ回り,ガサ回り
さいたま市、千葉市、横浜市、相模原市、名古屋市に共通して存在する区の名前といえば何 ?,文系,緑区,青区,黄区,赤区,緑区
次のうち、関東地方にある工業地和淀はどれ2?,文系,北九州工業地帯,中京工業地帯,阪御工業地帯,京浜工業地帯,北九州工業地帯
次のうち、ビルが林立する都会を例えた言葉はどれ ?,文系,アイアンジャングル,コンクリートジャングル,ゴールデンジャングル,プラスチックジャングル,コンクリートジャングル
「小倉百人一首』の歌「天の原ふりさけ見れば春日なる」を詠んだ人物は誰 ?,文系,阿倍仲訂呂,小泉仲訂呂,麻生仲廊呂,忠田仲麻呂,阿倍仲訂呂
ひらがな表記の「たつの市」と「南あわじ市」があるのは何県 ?,文系,"宇
表条県",貴岡県,兵庫県,茨城県,兵庫県
ひらがな表記の「つくば市」と「つくばみらい市」があるのは何県 ?,文系,兵庫県,"圭
青森県",忠岡県,茨城県,茨城県
日本の行政機関で、「スポーツ庁」といえばどこの省庁の外局 ?,文系,文部科学省,,内閣府,厚生労働省,文部科学省
茨城県の倍楽園、岡山県の後楽園とともに「日本三名園」に数えられる石川県の庭園は何 ?,文系,"近導
ヽ園",擦五園,近七園,舞八園,舞八園
次のうち、シンガポールにある、ある動物をかたどった噴水はどれ?,文系,マードラゴン,マーライオン,マーグリフォン,マーペガサス,マーライオン
「重い」の反対の意味の言葉は何 ?,文系,少ない,悲しい,小さい,軽い,軽い
小説のジャンル「ハードボイルド」は、元々、どんな食べ物に由来する言葉 ?,文系,サンドイッチ,ゆで卵,プリン,コロッケ,サンドイッチ
裕福な家や名門の家に生まれ、ゆくゆくは財族を相続する男子のことを何という3?,文系,御歳暮,御曹司,御勘定,御徒町,御勘定
次のうち、北海道生まれの人を指す言葉はどれ ?,文系,枕晶子,唐辛子,道産子,案山子,道産子
下北生島や津軽生島がある、東北地方の県は何県 ?,文系,兵庫県,千葉県,山口県,青森県,青森県
坂本龍馬、皿鉢料理、よさこい祭りから連想される都道府県はどこ ?,文系,千葉県,佐賀県,高知県,岩手県,高知県
嵐山、鳥丸、金閣寺から連想される都道府県はどこ2,文系,佐賀県,埼玉県,京都府,石川県,京都府
昔話『さるかに合戦』と『花咲かじいさん』でともに大きな役割を果たす道具はどれ2?,文系,うす,なべ,さね,ごさら,うす
フランス南部の保養地!「コート・ダジュール」 に位置する、映画祭で有名な都市はどこ ?,文系,シナリア,プーケット,ミコノス,カンヌ,シナリア
三権分立」とは、国の権力を「立法・行政・〇〇」に分けること。〇)つつは何 ?,文系,外交,車事,司法,報道,司法
無名だったにもかかわらず、何かのきっかけで一躍有名になった女性を、ある昔話から何という 2?,文系,かぐや姫ガール,赤ずきんガール,日害姫ガール,シンデレラガール,赤ずきんガール
次のうち、地中海に面していない国はどれ2?,文系,日本,イタリア,スペイン,フフンス,日本
今治市、宇和上島市、松山市などの市がある都道府県はどこ ?,文系,鳥取県,佐賀県,栃木県,"呈る
愛既県",鳥取県
13世紀から16世紀、朝鮮生島や中国沿岸で活動した海賊の集団を何という?,文系,海の民,人矯惑,ヴァイキング,バルバリア,人矯惑
江戸幕府が行った、一部の国以外との貿易や海外渡航を禁止した政策は回角,文系,句国,徳政令,バテレン追放令,終踏,句国
普通、日本で「国史」といえば、一般にどこの国の歴史のこと ?,文系,中国,日本,ロンア,アメリカ,日本
鹿児島県本土の約邊分を占める、火山噴出物からなる台地をなんという?,文系,"ジ
ャコ台地",イカナゴ台地,シラス台地,チリメン台地,シラス台地
青森県の県庁所在地はどこ ?,文系,山形市,貴島市,秋田市,青森市,青森市
鎌倉時代、幕府の執権職を16代にわたって独占した有力氏族は何氏 ?,文系,西条氏,北条氏,東条氏,南条氏,北条氏
三権分立」の「三権」とは、立法、行政とあとひとつは何 ?,文系,車事,教育,司法,,司法
無一文になることを、ある昆虫に例えて何になるという 3?,文系,オケラになる,チョウになる,ホタルになる,トンボになる,オケラになる
世界の通貨単位で、カナダ・〇〇、オーストラリア・〇〇、香港〇〇、USつ〇つの〇〇は何 ?,文系,ペソ,ドル,リラ,タカ,ドル
中国の小説『西遊記』で、和孫悟空たちを従えて天告へ向かう盆は誰 ?,文系,一大法師,四蔵法師,二蔵法師,三蔵法師,三蔵法師
次のうち、「行方をくらます」という意味がある言葉はどれ?2,文系,雪隠れ,雪隠れ,雲隠れ,露隊れ,雲隠れ
中国に伝わる四御のうち、東を守護しているのは何 ?,文系,青馬,青大将,"圭二
月 叫",青星,"圭二
月 叫"
不況で、物価が下がっても需要が増えず、さらに景気が後退する悪循環を何という ?,文系,デフレラウンド,デフレループ,デフレスパイラル,デフレスサイクル,デフレスパイラル
柏市、銚子市、船橋市などの都市がある都道府県はどこ ?,文系,鹿児島県,秋田県,大阪府,千葉県,千葉県
1949年、中華人民共和国を建国し、初代国家主席となった政治家は誰 ?,文系,毛沢南,毛沢北,毛沢西,毛沢東,毛沢東
親子などが近所に住むことを例えた言葉「〇〇〇の冷めない距離に住む」。〇の〇〇は何 ?,文系,ステーキ,パスタ,グラタン,スープ,グラタン
小説『風と共に去りぬ』の背景にもなっている、アメリカの内戦は何 ?,文系,西南戦争,南北戦争,東西戦争,東北戦争,南北戦争
戦国時代、武士が戦場で甲軸の上に着用した2弥織を何という ?,文系,陣多織,矢泌織,旗多織,功選織,陣多織
商品を発売日よりも早く入手することを意味する言葉「フラゲ」の「フラ」は何の略 ?,文系,フライング,フラミンゴ,フラッシュ,フランク,フライング
未来のことは予測できないという意味のことわざ「〇OO〇OO〇は間」 。 〇〇つつは何 ?,文系,二尺先,ー寸先,四里先,三間先,ー寸先
次のうち、実在する大陸はどれ2?,文系,東極大陸,西極大陸,北極大陸,南極大陸,南極大陸
次のうち、フランスの王朝の名前はとれ?,文系,ナビスコ朝,ロッテ朝,カルビー朝,ブルボン朝,ブルボン朝
1877年、アメリカ人のモースが発見した、東京都にある縄文時代の貝塚は何 ?,文系,大森貝塚,大林貝塚,小林貝塚,小森貝塚,大森貝塚
「サラリーマンの町」として有名な、東京都港区の地名は何 ?,文系,大橋,古橋,新橋,小橋,新橋
松尾色代の俳句「閑かさや 岩にしみいる 〇の声」。〇に入る虫は回角,文系,里,蜂,虹,間,間
非常に忙しいことを例えた言葉「C)〇つ〇が一緒に来たよう」。〇〇〇は回角,文系,沼と正月,年末と年始,中間試験と期末試験,夏休みと冬休み,沼と正月
