Q,Category,K1,K2,K3,K4,A
ゴルフクラブで「スプーン」といえは何番ウワッドの愛称 ?   」,スポーツ,1番,3番,4番,2番,3番
野球で、投手がストライクゾーンの隅を狙うことを「何をつく投球」 という ?,スポーツ,ボディ,コーナー,アリバイ,アングル,コーナー
一般にはNHKが制作するものを指す、1928年に始まった国民保健体操は何 ?,スポーツ,スマホ体操,ラジオ体操,ネット体操,テレビ体操,ラジオ体操
25を:jEコの)ちず2導/,スポーツ,アメリカ,ロンア,中国,フフンス,アメリカ
モータースポーツのインディカーシリーズで使われる車に、車輪はいくつついている 2?,スポーツ,4つ,1つ,2Zつ,8つ,4つ
ボクシングやプロレスで、競技の開始や終了を知らせる鍵を何という ?,スポーツ,リング,ロング,ソング,ゴング,ゴング
次の中で、カナダで生まれた競技はとれ2?,スポーツ,セルロス,イカロス,ラクロス,カルロス,ラクロス
"競泳や陸上などの「最高記録」のことを、英
英語で何という?",スポーツ,ハイレゾ,シーディーー,レコード,カセット,レコード
「NL」と略される、プロ野球メジャーリーグの1つは「何リーグ」 2,スポーツ,ナチュラル,ナンシンョナル,ポテンシャル,オフィシャル,ナンシンョナル
次のうち、野球などで使われるすべり止めはどれ2?,スポーツ,ロージンバッグ,オトナバッグ,コドモバッグ,ワカモノバッグ,ロージンバッグ
次のうち、一般に新体操で使われない人道具はどれ?,スポーツ,リボン,ネット,フープ,ボール,ネット
プロ野球のチーム名で「ドラゴン語りj:hIpX人者り】とく中用,スポーツ,千葉,,中日,埼玉西武,中日
テニス選手のナブラチロワとヒンギスに共通するファーストネームは回角,スポーツ,バツチナ,サンカクチナ,シカクチナ,マルナチナ,マルナチナ
次のうち、和夏季オリンピックの種目にないものはどれ?,スポーツ,キャッチボール,バスケットボール,バレーボール,ハンドボール,キャッチボール
大相撲に関する職業「床山」に最も関係深いのは、次のどれ2,スポーツ,まげ,土令,まわし,塩,まげ
サッカーの国際試合などで、試合終了後に選手達が交換するものは次のうちとれ?,スポーツ,メールアドレス,スパイク,ミサンガ,ユニフォーム,ユニフォーム
"日本語
い 詰 で は  E
   塁手」と訳される野球のポジションはどこ ?",スポーツ,サード,ファースト,セカンド,ピッチャー,ファースト
球技などの試合時間の区分で、到体を4つに分けた時、そのひとつひとつを何という ?,スポーツ,トリプル,ダース,ハーフノ,クォーター,クォーター
案田亜衣、北島康介といえば ?,スポーツ,競泳,ハンマー投げ,バスケットボール,マフソン,競泳
「クローザー」とも呼ばれる、野球の投手の役割はどれ ?2,スポーツ,抑え,敗戦処理,先発,中継ぎ,抑え
野球で「猛打賞」を達成した時の、最も少ない合計塁打数はいくつ?2,スポーツ,3,9,],16,3
6人制、9人制、ママさんなどの種類がある球技は何 ?,スポーツ,バレーボール,セパタクロー,提球,テニス,バレーボール
次のうち、テニスの国際試合にいる審剤の種類はどれ2,スポーツ,客審,線審,外才,胃審,線審
正式名称を『阪入タイガースの歌」という、野球の応援歌はふつう何と呼ばれている ?,スポーツ,宋薄は君に輝く,2ふ甲おろし,闘魂こめて,いざゆけ若鷹軍団,2ふ甲おろし
本国では「ブフ」と呼ばれる競技。日本では発詳国の名をとって何という?,スポーツ,メキシコ相撲,モンゴル相撲,トルコ相撲,フィリピン相撲,モンゴル相撲
かつて存在した「阪念ブレーブス」南海ホークス」といえば、どんなスポーツのプロチーム ?,スポーツ,アイスホッケー,サッカー,ラグビー,野球,野球
Jリーグ、鹿島アントラーズと水戸ホーリーホックがホームを置く都道府県はどこ?,スポーツ,埼玉県,千葉県,奈川県,茨城県,茨城県
アメリカで生まれた、プラスチック第の円盤を飛ばすす競技といえば「何ディスク」 ?,スポーツ,スリッピング,フライング,スライディング,ダイビング,フライング
「ダカール・ラリー」といえば、選手が何に乗って競う競技大会 ?,スポーツ,モーターボート,,自転車,自動車,自動車
ゴルフ用語で、特定のゴルフクラブの会員やメンバーでない人を何という <,スポーツ,ビジター,ワンマン,プロパー,イグジット,ビジター
プロ野球において、「トリプルスリー」を達成するのに必要な条件とは打率3割、30本塁打と何?,スポーツ,30捕殺,30四球,30犠打,30次塁,30次塁
スポーツで「フットワーク」といえば、体のどこの動かし方を指す ?,スポーツ,中,頭,目,腕,中
ゴルフで、打って地面に沙ちたボールが落ちてから転がった距離を何という?,スポーツ,スイム,ホップ,ジャンプ,フン,フン
Jリーグのチーム、東京ヴェルディ1969の「ヴェルディ」とは何色のこと?,スポーツ,赤,"許
月",緑,黄,緑
バスケットボールで、ボールを持ったまま3歩以上歩く反則を何という?,スポーツ,シミュレーション,ダブルコンタクト,ノックオン,トラベリング,トラベリング
ゴルフのメジャー大会「全米プロ」は何年に1度開催される ?,スポーツ,1年,決まっていない,2年,3年,1年
高校野球の強朋校「仙台〇〇」と「前橋つ〇つ〇」の〇〇に共通する言葉は何 ?,スポーツ,"た た
自央",,導身,丸身,"た た
自央"
次のうち、コートの真ん中にネットが張られている球技はどれ ?,スポーツ,ハンドボール,セパタクロー,フットサル,バスケットボール,セパタクロー
"野球で「アンパイア」といえはば、日本語で
は何のこ
こと2",スポーツ,批列,裁独,番者,小族,番者
剣道で、進行方向の足を移動させる1Eれ3pの才(ups4ひか北信:/IEac基本の動きを何という ?,スポーツ,走り中,跳び足,投げ足,送り中,送り中
オリンピックでも行われる、ボウでアローを打つ競技といえば何 ?,スポーツ,ボクシング,トランボリン,アーチェリー,セーリング,アーチェリー
テニスやバレーボールで、ネットを越えて相手コート上のボールに触れる反則を何という ?,スポーツ,オーバーネット,プラネット,インターネット,メゾネット,オーバーネット
相撲でマナー違反とされる「ゆるふん」とはどんな行為のこと2?,スポーツ,土優でガッツポボーズ,廻しの締めがゆるい,客が座布団を投げる,相手の髪を引っ張る,廻しの締めがゆるい
PE257の琴上こにコロピピ のンン4ー」にあたるものを、日本女子プロ野球では何という ?,スポーツ,アリエルインタビュー,シンデレラインタビュー,白雪姫インタビュー,ベルインタビュー,シンデレラインタビュー
野球で使われる単位で、日本語ではEK2E:まfc包6ルもう5の】たる幅時,スポーツ,ホームラン,イニング,エラフー,セーブ,イニング
卓球の公式ルールでは、デュースの場合を除き、サービスは何本ごとに交代する ?,スポーツ,10本,5本,2本,21本,2本
Jリーグのクラブ「ジェフユナイテッド」がホームを置く都道府県はとどこ?,スポーツ,東京都,碧奈川県,埼玉県,千葉県,千葉県
サッカーやバスケットボールなどの球技で、ボールを味方に渡すことを普通、何という ?,スポーツ,アンスト,パス,ドリブル,シュート,パス
野球では「投手の投球」、サッカーでは「フィールド」を指す言葉は回角,スポーツ,ビピッチ,ハーラー,コート,センター,ビピッチ
次のうち、プロを志望する者が「新弟子検査」 という審査を受けるスポーツはどれ ?,スポーツ,大相撲,プロサッカー,プロ野球,陸上,大相撲
有名なサッカークラブ「マンU」。「マンチェスター・何」のこと3?,スポーツ,アルティイメット,アーバン,ユナイテッド,ユニバーサル,ユナイテッド
アマチュアレスリングの試合が行われる場所を何という ?,スポーツ,マット,グリーン,ポボディウム,ビピッチ,マット
アメリカンフットボールのポジションで、「LB」と略されるのは何 ?,スポーツ,クォーターバック,ディフェンシブバック,ラインバッカー,タイトエンド,ラインバッカー
剣道で選手が手に持つ、竹製の武器を何という?,スポーツ,させない,しない,やむをえない,したくない,しない
